date,delay,destination,distance,origin
2001-03-25 07:55:00,-5,TPA,997,MDW
2001-03-31 11:30:00,0,OMA,342,STL
2001-01-03 16:45:00,63,AUS,872,PHX
2001-03-20 06:15:00,-7,MDW,838,MHT
2001-01-08 08:26:00,0,OAK,407,LAS
2001-03-19 12:55:00,2,AUS,872,PHX
2001-01-13 16:48:00,13,PDX,344,BOI
2001-01-24 19:18:00,10,BUR,223,LAS
2001-01-23 14:00:00,-5,TPA,869,STL
2001-02-15 15:09:00,27,LAX,308,SJC
2001-02-15 14:11:00,31,MDW,611,BWI
2001-01-11 19:20:00,-17,HOU,1246,BWI
2001-03-01 09:25:00,-3,BWI,682,BHM
2001-01-09 18:30:00,-13,TPA,972,SAT
2001-01-23 13:00:00,-3,HOU,276,HRL
2001-03-30 19:50:00,5,BUR,223,LAS
2001-02-05 10:20:00,3,HOU,192,SAT
2001-02-12 11:50:00,8,BWI,328,PVD
2001-02-20 17:20:00,-6,DAL,319,MAF
2001-03-21 06:45:00,-13,STL,487,CLE
2001-01-18 17:00:00,-5,OAK,511,BOI
2001-02-21 14:12:00,1,RNO,188,SJC
2001-03-26 10:18:00,20,LAX,308,SJC
2001-01-20 07:00:00,-9,LAX,370,PHX
2001-01-09 20:25:00,2,JAX,180,TPA
2001-01-01 17:19:00,8,BOI,520,LAS
2001-03-07 06:30:00,-5,DAL,189,AUS
2001-01-02 14:00:00,0,HOU,239,DAL
2001-02-15 13:55:00,135,HRL,276,HOU
2001-03-31 19:10:00,0,LAX,308,SJC
2001-02-23 06:45:00,0,HOU,192,SAT
2001-01-05 16:22:00,17,OAK,337,LAX
2001-01-23 16:15:00,5,ONT,361,OAK
2001-03-04 21:02:00,26,RDU,443,BNA
2001-03-22 09:25:00,-10,BUF,281,BWI
2001-03-18 21:37:00,11,DTW,440,STL
2001-03-02 08:17:00,7,MCO,178,FLL
2001-03-28 19:15:00,-13,PVD,328,BWI
2001-02-22 10:00:00,-7,MDW,229,DTW
2001-01-06 14:30:00,-5,SAN,447,SFO
2001-03-28 20:15:00,25,TPA,587,RDU
2001-03-13 15:50:00,13,DTW,440,STL
2001-01-23 18:50:00,-8,RNO,422,SLC
2001-01-02 12:25:00,27,SMF,373,LAX
2001-01-27 18:46:00,30,MDW,405,MCI
2001-03-06 19:27:00,17,SLC,493,ABQ
2001-01-03 12:29:00,43,BWI,1999,PHX
2001-02-06 08:20:00,-2,RNO,188,SJC
2001-01-25 16:05:00,12,BWI,663,JAX
2001-02-21 15:45:00,3,ABQ,580,DAL
2001-02-18 14:50:00,48,SFO,651,PHX
2001-03-03 15:10:00,-10,SMF,480,SAN
2001-01-21 16:05:00,-2,MDW,765,ISP
2001-01-15 11:50:00,0,SNA,371,OAK
2001-03-02 12:55:00,-5,SDF,271,MDW
2001-02-27 09:40:00,-3,PVD,328,BWI
2001-03-06 07:25:00,0,BNA,491,MCI
2001-03-09 16:38:00,3,AUS,189,DAL
2001-02-28 21:14:00,62,SLC,368,LAS
2001-03-18 15:48:00,61,LAX,308,SJC
2001-02-05 10:30:00,-2,BWI,588,BNA
2001-01-20 19:20:00,-22,HOU,1246,BWI
2001-03-02 14:40:00,2,SAT,248,DAL
2001-03-29 07:05:00,0,MCO,142,PBI
2001-01-21 18:12:00,21,ELP,223,ABQ
2001-01-20 16:14:00,0,OKC,833,PHX
2001-02-08 12:25:00,-10,ONT,325,PHX
2001-03-28 06:30:00,8,DAL,324,AMA
2001-01-07 19:55:00,-5,MDW,271,SDF
2001-03-04 12:00:00,-10,GEG,224,SEA
2001-02-21 18:00:00,-6,FLL,178,MCO
2001-03-25 13:39:00,9,CLE,307,MDW
2001-02-25 12:05:00,-10,DAL,293,LBB
2001-02-01 09:00:00,-2,LAX,370,PHX
2001-02-28 20:20:00,8,BNA,443,RDU
2001-02-26 19:30:00,-4,DAL,239,HOU
2001-03-08 17:00:00,11,HOU,677,ELP
2001-03-28 11:33:00,8,SLC,368,LAS
2001-02-10 10:49:00,20,OAK,361,ONT
2001-03-13 21:38:00,134,MDW,162,IND
2001-01-01 07:00:00,-3,OAK,588,SLC
2001-01-25 13:54:00,20,ABQ,487,LAS
2001-02-22 07:00:00,4,SAT,248,DAL
2001-03-15 06:35:00,-15,SJC,417,SAN
2001-03-26 06:30:00,-7,ELP,562,DAL
2001-01-07 10:35:00,-5,PHX,304,SAN
2001-03-22 08:15:00,0,AMA,324,DAL
2001-02-18 10:05:00,-5,LAX,677,ABQ
2001-01-03 07:44:00,8,HOU,303,MSY
2001-01-11 08:20:00,-8,PVD,842,MDW
2001-01-14 07:00:00,-10,RNO,345,LAS
2001-02-25 09:20:00,-5,SAN,446,OAK
2001-01-12 08:00:00,-4,BWI,998,MSY
2001-01-09 12:35:00,0,MDW,395,BNA
2001-01-07 16:20:00,-4,MDW,395,BNA
2001-03-16 17:50:00,0,FLL,197,TPA
2001-01-16 17:24:00,-6,STL,229,IND
2001-03-10 08:50:00,-5,AUS,189,DAL
2001-01-09 08:00:00,0,SAT,1069,LAS
2001-01-25 11:15:00,35,OAK,180,RNO
2001-01-23 12:30:00,7,PHX,347,ELP
2001-02-10 06:30:00,0,HOU,570,BHM
2001-01-11 12:40:00,-2,BNA,1977,SEA
2001-01-11 19:50:00,-5,FLL,318,JAX
2001-03-01 19:05:00,-5,TPA,197,FLL
2001-02-02 08:25:00,-10,DTW,229,MDW
2001-03-13 12:33:00,-2,BHM,1455,PHX
2001-03-21 06:40:00,-10,LAX,590,SLC
2001-03-12 16:45:00,-5,HOU,1235,LAS
2001-03-26 18:20:00,19,TUS,367,SAN
2001-03-31 09:30:00,-12,CLE,307,MDW
2001-02-23 22:30:00,-2,LAX,370,PHX
2001-01-03 07:35:00,18,PHX,370,LAX
2001-02-18 18:17:00,19,TUS,321,ABQ
2001-03-27 07:45:00,-5,PHX,1455,BHM
2001-01-24 16:05:00,48,BNA,338,CMH
2001-01-12 23:19:00,162,DAL,562,ELP
2001-01-27 14:55:00,4,ALB,288,BWI
2001-01-17 20:34:00,7,IND,162,MDW
2001-02-14 13:55:00,-3,LAX,236,LAS
2001-02-21 13:55:00,-10,SMF,373,LAX
2001-01-18 06:00:00,9,BNA,395,MDW
2001-01-23 22:00:00,-11,PHX,370,LAX
2001-01-17 21:05:00,-6,FLL,197,TPA
2001-02-23 14:30:00,7,OAK,337,LAX
2001-01-11 15:55:00,5,PVD,328,BWI
2001-03-30 08:45:00,0,SDF,1624,LAS
2001-01-23 22:35:00,-8,SAN,304,PHX
2001-02-21 06:30:00,6,DAL,293,LBB
2001-02-16 22:21:00,82,DAL,239,HOU
2001-01-08 17:40:00,12,MCO,178,FLL
2001-02-16 13:47:00,23,OAK,671,SEA
2001-01-07 13:30:00,9,ONT,389,SMF
2001-01-08 21:15:00,-2,CRP,187,HOU
2001-01-07 10:10:00,4,ABQ,580,DAL
2001-02-05 11:15:00,3,JAN,666,MDW
2001-02-06 06:45:00,-10,MCO,550,MSY
2001-02-18 17:00:00,-13,SEA,224,GEG
2001-02-06 06:50:00,-15,MSY,550,MCO
2001-01-15 20:40:00,-6,HOU,276,HRL
2001-02-09 20:10:00,45,ONT,389,SMF
2001-03-05 08:25:00,-15,SJC,621,PHX
2001-01-01 19:05:00,28,OAK,671,SEA
2001-01-30 13:00:00,23,PHX,843,SAT
2001-02-25 12:00:00,-9,MDW,1444,PHX
2001-02-07 09:00:00,-3,ELP,246,MAF
2001-03-17 16:20:00,28,BWI,588,BNA
2001-03-02 11:20:00,-5,TPA,487,MSY
2001-01-29 16:35:00,-3,PHX,325,ONT
2001-03-09 21:14:00,15,AUS,756,BNA
2001-02-12 14:35:00,-5,STL,237,MCI
2001-03-05 08:25:00,-2,MDW,989,MCO
2001-01-15 18:45:00,6,BNA,670,HOU
2001-02-12 07:00:00,-8,HOU,303,MSY
2001-02-09 08:30:00,10,HOU,239,DAL
2001-01-31 17:00:00,-10,OAK,543,PDX
2001-01-14 18:00:00,-4,DAL,239,HOU
2001-02-02 21:35:00,-5,SMF,358,BUR
2001-01-31 09:05:00,0,DAL,296,LIT
2001-02-13 09:22:00,41,PHX,370,LAX
2001-02-07 11:20:00,5,ELP,496,SAT
2001-02-08 16:19:00,8,LBB,341,AUS
2001-01-21 14:55:00,62,LAS,368,SLC
2001-01-21 10:14:00,0,ELP,636,SAN
2001-01-14 15:35:00,-2,OKC,419,HOU
2001-03-23 17:55:00,4,DTW,440,STL
2001-02-24 10:20:00,0,CRP,187,HOU
2001-02-13 21:47:00,67,DAL,189,AUS
2001-01-05 21:52:00,21,PHX,256,LAS
2001-02-02 21:10:00,-7,HOU,666,MCI
2001-03-22 07:05:00,-5,MCO,142,PBI
2001-02-10 18:10:00,0,ISP,108,PVD
2001-02-15 00:10:00,115,MCO,550,MSY
2001-02-23 20:05:00,-8,BNA,588,BWI
2001-02-17 14:35:00,-10,BWI,682,BHM
2001-02-14 07:35:00,-10,SDF,271,MDW
2001-03-15 08:20:00,-25,LAX,1363,MCI
2001-02-06 07:10:00,9,PHX,2277,PVD
2001-01-02 14:10:00,35,AUS,273,HRL
2001-03-28 15:20:00,-3,MHT,377,BWI
2001-01-29 12:05:00,0,LAX,373,SMF
2001-03-26 06:30:00,10,BWI,288,ALB
2001-01-05 17:05:00,-3,DAL,217,IAH
2001-01-11 06:45:00,3,CLE,314,BWI
2001-03-14 13:35:00,5,OAK,407,LAS
2001-01-26 16:12:00,0,DAL,580,ABQ
2001-03-19 13:55:00,-5,MAF,332,ABQ
2001-03-19 13:18:00,5,BOI,344,PDX
2001-02-23 07:00:00,-7,SAN,258,LAS
2001-02-07 15:30:00,-1,BWI,220,ISP
2001-02-23 18:45:00,50,SMF,397,LAS
2001-03-27 13:05:00,-6,PHX,328,ABQ
2001-01-21 08:30:00,-1,PHX,304,SAN
2001-02-15 20:40:00,16,TPA,1048,MCI
2001-02-21 07:20:00,0,PVD,108,ISP
2001-02-22 11:30:00,2,OMA,342,STL
2001-03-12 09:10:00,12,HOU,303,MSY
2001-03-05 18:20:00,-6,SAT,248,DAL
2001-02-02 12:10:00,-2,BUR,325,OAK
2001-03-16 13:45:00,7,OAK,361,ONT
2001-01-19 17:33:00,23,SAT,248,DAL
2001-02-27 15:11:00,15,LAS,197,ONT
2001-01-01 18:52:00,13,BWI,611,MDW
2001-01-05 10:05:00,-4,FLL,197,TPA
2001-01-02 17:30:00,15,BWI,377,MHT
2001-02-09 16:15:00,76,OAK,407,LAS
2001-03-14 19:50:00,0,LAX,1363,MCI
2001-01-15 08:12:00,5,MCO,972,ISP
2001-01-09 18:27:00,52,PHX,256,LAS
2001-03-12 08:45:00,3,BWI,737,STL
2001-01-22 07:15:00,-4,MDW,284,CMH
2001-03-30 11:35:00,8,BNA,471,MSY
2001-03-01 17:40:00,-8,BWI,281,BUF
2001-03-28 07:25:00,13,MCI,1489,OAK
2001-03-15 18:03:00,35,PHX,370,LAX
2001-02-28 13:05:00,-6,RDU,632,MDW
2001-01-08 18:38:00,60,BWI,255,RDU
2001-03-09 16:25:00,-7,LAX,714,ELP
2001-02-26 20:35:00,-12,SJC,296,BUR
2001-02-07 13:10:00,1,HOU,677,ELP
2001-02-13 17:25:00,10,MCI,313,OKC
2001-02-08 19:25:00,-5,SJC,308,LAX
2001-03-13 06:30:00,-5,HOU,303,MSY
2001-03-19 08:00:00,21,MCO,989,MDW
2001-02-16 21:40:00,74,SJC,342,SNA
2001-01-28 19:55:00,-5,ONT,333,SJC
2001-03-20 13:30:00,3,AUS,273,HRL
2001-03-02 21:20:00,70,SEA,605,SMF
2001-03-26 09:30:00,5,BWI,314,CLE
2001-01-15 14:20:00,3,DAL,217,IAH
2001-01-14 10:10:00,-1,SAN,417,SJC
2001-03-23 20:10:00,5,DAL,239,HOU
2001-02-25 10:05:00,-1,STL,229,IND
2001-02-03 12:50:00,-19,MDW,666,JAN
2001-01-25 07:55:00,-2,SAT,192,HOU
2001-02-01 14:00:00,0,HOU,239,DAL
2001-03-31 06:40:00,-10,PHX,507,SLC
2001-01-31 15:15:00,-4,PHX,347,ELP
2001-03-24 09:25:00,-4,BWI,314,CLE
2001-01-31 07:00:00,3,OAK,337,LAX
2001-02-02 09:45:00,-5,AMA,324,DAL
2001-01-16 18:00:00,8,ABQ,223,ELP
2001-01-06 12:40:00,9,STL,737,BWI
2001-02-08 19:55:00,10,TUL,351,STL
2001-03-14 11:45:00,5,SAT,843,PHX
2001-03-09 12:15:00,0,MCI,718,ABQ
2001-01-29 07:00:00,-5,AUS,148,HOU
2001-01-29 12:35:00,22,MSY,321,BHM
2001-02-26 06:00:00,-5,LAX,337,OAK
2001-03-26 21:15:00,0,CRP,187,HOU
2001-03-26 09:40:00,-1,MDW,632,RDU
2001-02-14 07:00:00,25,MDW,423,OMA
2001-03-01 16:55:00,13,ABQ,580,DAL
2001-03-07 06:25:00,-5,LAX,373,SMF
2001-02-25 21:30:00,57,JAX,663,BWI
2001-03-12 11:00:00,-5,HOU,239,DAL
2001-01-31 19:01:00,30,ABQ,332,MAF
2001-03-22 07:00:00,-7,OAK,337,LAX
2001-02-02 09:25:00,-13,BWI,682,BHM
2001-03-11 12:48:00,33,PHX,256,LAS
2001-01-21 19:31:00,4,DAL,293,LBB
2001-02-27 08:30:00,0,DTW,440,STL
2001-01-06 19:05:00,0,CMH,829,TPA
2001-02-27 20:00:00,17,PVD,1234,MCI
2001-01-07 08:20:00,-18,MDW,405,MCI
2001-02-12 19:00:00,-7,BNA,471,MSY
2001-02-24 07:30:00,35,MDW,307,CLE
2001-03-04 17:27:00,9,SAT,248,DAL
2001-03-19 10:25:00,-5,LIT,296,STL
2001-03-25 19:45:00,10,ONT,389,SMF
2001-03-12 20:28:00,0,OAK,325,BUR
2001-03-31 09:45:00,-7,OAK,180,RNO
2001-02-05 12:05:00,-5,OAK,325,BUR
2001-01-31 16:25:00,0,PDX,569,SJC
2001-03-20 17:35:00,0,OAK,407,LAS
2001-03-11 15:33:00,15,TUL,453,HOU
2001-02-16 11:30:00,13,LAS,197,ONT
2001-01-17 19:10:00,13,ABQ,487,LAS
2001-03-20 17:26:00,10,RNO,345,LAS
2001-03-12 14:05:00,-4,STL,254,SDF
2001-03-18 13:25:00,-3,MDW,405,MCI
2001-03-23 20:40:00,-10,MSY,550,MCO
2001-03-22 12:05:00,0,HOU,303,MSY
2001-01-07 09:42:00,16,SJC,308,LAX
2001-01-26 19:40:00,10,MDW,1166,FLL
2001-02-20 07:00:00,4,BUR,325,OAK
2001-03-28 10:20:00,-3,LAS,1069,SAT
2001-02-22 16:20:00,-8,LAS,258,SAN
2001-03-20 07:10:00,-3,LAS,866,SEA
2001-03-01 09:40:00,-7,MDW,307,CLE
2001-03-29 06:25:00,4,BWI,220,ISP
2001-03-18 19:02:00,68,HOU,192,SAT
2001-01-25 13:20:00,9,AUS,756,BNA
2001-01-17 22:25:00,-4,ONT,389,SMF
2001-03-21 10:05:00,-1,SAT,233,HRL
2001-01-08 20:45:00,-10,SJC,386,LAS
2001-01-31 20:27:00,5,MCO,880,STL
2001-03-19 19:00:00,0,LAS,345,RNO
2001-01-28 17:25:00,-12,LAS,2106,BWI
2001-02-12 19:32:00,11,MCI,405,MDW
2001-03-08 08:40:00,-5,SMF,397,LAS
2001-02-09 13:33:00,8,PHX,304,SAN
2001-01-26 13:40:00,126,LAX,236,LAS
2001-02-14 17:00:00,63,STL,251,MDW
2001-03-21 14:15:00,0,MCI,1048,TPA
2001-01-07 15:23:00,-14,BUF,1912,PHX
2001-01-21 11:40:00,7,BUR,296,SJC
2001-01-29 08:15:00,3,DAL,237,TUL
2001-01-13 09:23:00,29,DAL,239,HOU
2001-03-31 07:45:00,-4,MCI,405,MDW
2001-01-22 10:40:00,-30,SEA,1180,ABQ
2001-01-25 19:30:00,7,LAX,337,OAK
2001-01-06 14:16:00,57,ABQ,718,MCI
2001-01-12 07:35:00,-15,MCO,1073,PVD
2001-01-05 18:15:00,-15,ALB,1073,MCO
2001-01-29 17:10:00,-2,CMH,284,MDW
2001-01-24 21:05:00,23,SLC,507,PHX
2001-03-04 20:45:00,25,LAX,308,SJC
2001-01-23 21:45:00,-2,SAN,417,SJC
2001-02-08 06:40:00,3,PHX,601,RNO
2001-01-05 11:30:00,5,ABQ,328,PHX
2001-03-04 07:30:00,14,STL,237,MCI
2001-02-18 20:05:00,-1,BNA,588,BWI
2001-01-11 18:20:00,10,BWI,314,CLE
2001-03-10 14:45:00,-12,ONT,197,LAS
2001-01-30 14:25:00,-12,PHX,507,SLC
2001-01-18 14:27:00,3,MDW,229,DTW
2001-03-08 12:44:00,76,PHX,370,LAX
2001-01-24 08:20:00,-2,DAL,248,SAT
2001-02-14 15:00:00,8,BWI,281,BUF
2001-01-19 07:25:00,-1,AUS,294,MAF
2001-02-06 12:17:00,22,SAT,843,PHX
2001-03-03 13:15:00,-8,SEA,224,GEG
2001-02-19 08:10:00,-11,ONT,389,SMF
2001-02-06 10:10:00,-2,LAS,584,ELP
2001-02-03 06:40:00,-15,STL,487,CLE
2001-02-18 18:35:00,-4,PDX,543,OAK
2001-01-30 19:20:00,0,SMF,358,BUR
2001-02-14 18:05:00,10,HRL,276,HOU
2001-02-08 19:40:00,14,AUS,528,ELP
2001-02-10 20:45:00,-5,SAN,417,SJC
2001-03-09 20:08:00,23,DAL,237,TUL
2001-03-02 20:50:00,-5,TPA,612,BNA
2001-02-05 10:10:00,-2,SEA,1107,PHX
2001-03-20 19:10:00,0,AUS,872,PHX
2001-01-16 12:38:00,10,HOU,239,DAL
2001-02-12 08:18:00,19,ELP,714,LAX
2001-01-20 18:00:00,0,HOU,303,MSY
2001-01-13 08:00:00,15,MDW,251,STL
2001-02-14 22:20:00,35,BUR,369,PHX
2001-01-08 11:50:00,3,MDW,423,OMA
2001-03-27 07:00:00,-10,SJC,296,BUR
2001-01-01 15:30:00,-15,LAS,1521,MDW
2001-02-15 14:55:00,4,PDX,1009,PHX
2001-01-13 17:30:00,-15,PHX,647,SMF
2001-01-20 19:30:00,15,BWI,967,MCI
2001-02-28 07:40:00,-10,OAK,371,SNA
2001-02-19 14:00:00,-7,ISP,803,BNA
2001-03-25 10:25:00,-8,IND,162,MDW
2001-03-29 06:05:00,-7,SAN,258,LAS
2001-02-27 19:25:00,10,MCO,178,FLL
2001-03-26 07:30:00,-3,ABQ,223,ELP
2001-02-18 09:50:00,-12,MSY,1301,PHX
2001-01-30 11:00:00,-9,LAX,337,OAK
2001-01-03 06:00:00,3,HOU,303,MSY
2001-03-24 12:38:00,33,LAS,258,SAN
2001-01-20 14:10:00,44,MCO,178,FLL
2001-03-16 20:24:00,13,LAS,1069,SAT
2001-03-10 07:00:00,-8,MCI,1140,LAS
2001-03-24 08:45:00,-5,HOU,670,BNA
2001-03-25 16:05:00,3,SMF,479,PDX
2001-02-13 19:25:00,3,HRL,276,HOU
2001-02-12 17:10:00,2,MCO,550,MSY
2001-01-10 08:20:00,-17,MCI,1234,PVD
2001-02-05 13:05:00,14,STL,869,TPA
2001-03-30 09:50:00,9,LAS,1501,MSY
2001-02-02 11:30:00,27,BNA,612,TPA
2001-03-08 20:45:00,107,PHX,507,SLC
2001-01-20 07:05:00,62,SLC,588,OAK
2001-01-01 11:52:00,18,OAK,543,PDX
2001-03-12 08:27:00,4,ABQ,580,DAL
2001-01-13 20:45:00,10,MSY,550,MCO
2001-02-01 19:15:00,-10,BWI,682,BHM
2001-03-06 10:59:00,8,LAX,451,TUS
2001-02-14 08:15:00,5,PHX,1020,HOU
2001-02-03 15:04:00,11,RDU,587,TPA
2001-03-11 09:20:00,-7,STL,687,HOU
2001-01-29 08:00:00,22,STL,251,MDW
2001-02-01 06:30:00,-3,LAS,407,OAK
2001-03-13 20:25:00,17,BWI,842,TPA
2001-02-13 20:40:00,0,CLE,307,MDW
2001-02-12 12:20:00,-5,MDW,405,MCI
2001-03-09 19:11:00,9,BNA,471,MSY
2001-01-23 15:15:00,-7,SDF,254,STL
2001-01-29 08:40:00,2,MCI,1236,MHT
2001-01-12 08:40:00,-8,SEA,224,GEG
2001-01-04 13:45:00,-11,SMF,373,LAX
2001-03-20 19:45:00,-2,BWI,288,ALB
2001-02-12 11:50:00,47,SJC,386,LAS
2001-01-20 07:05:00,-5,LAS,386,SJC
2001-01-17 08:05:00,5,CLE,314,BWI
2001-03-07 12:40:00,-3,BNA,484,JAX
2001-02-28 07:05:00,0,OAK,325,BUR
2001-03-20 09:35:00,0,IND,828,MCO
2001-01-22 12:09:00,-3,LAS,258,SAN
2001-01-13 15:17:00,-8,LIT,296,DAL
2001-03-19 09:10:00,9,OKC,181,DAL
2001-03-05 16:08:00,2,SDF,271,MDW
2001-02-09 06:15:00,-10,SAN,446,OAK
2001-03-14 08:25:00,0,JAN,888,BWI
2001-03-21 09:44:00,5,SEA,1489,MCI
2001-03-19 22:25:00,40,PHX,621,SJC
2001-01-30 21:30:00,-5,SFO,447,SAN
2001-01-23 15:25:00,-11,JAN,666,MDW
2001-01-22 09:45:00,-2,AMA,324,DAL
2001-03-29 10:20:00,9,LAS,256,PHX
2001-03-04 16:54:00,27,RNO,180,OAK
2001-02-14 13:37:00,22,TPA,487,MSY
2001-03-02 22:05:00,3,MCO,550,MSY
2001-02-24 12:40:00,10,SNA,342,SJC
2001-01-07 12:35:00,-1,HOU,687,STL
2001-03-12 11:35:00,-9,OAK,671,SEA
2001-03-30 06:30:00,-9,ONT,361,OAK
2001-01-19 16:06:00,5,TUL,237,DAL
2001-02-04 15:25:00,38,BWI,588,BNA
2001-03-15 16:35:00,26,OAK,337,LAX
2001-03-20 06:40:00,-10,ELP,496,SAT
2001-01-08 11:50:00,-5,ISP,220,BWI
2001-03-18 13:55:00,-1,DAL,189,AUS
2001-02-24 16:50:00,24,SAN,304,PHX
2001-02-15 18:41:00,44,SAN,417,SJC
2001-03-22 16:25:00,-5,SLC,630,PDX
2001-03-29 16:30:00,-3,HOU,239,DAL
2001-02-08 06:35:00,-3,LAS,256,PHX
2001-02-11 07:25:00,-15,BWI,281,BUF
2001-02-17 08:37:00,6,TUL,453,HOU
2001-01-11 07:55:00,0,ABQ,487,LAS
2001-01-09 18:40:00,-8,SAN,480,SMF
2001-02-08 14:20:00,-10,SLC,422,RNO
2001-01-23 09:10:00,-4,PHX,347,ELP
2001-01-19 21:10:00,6,STL,229,IND
2001-02-05 14:00:00,-4,SAN,304,PHX
2001-01-21 14:40:00,24,ELP,496,SAT
2001-02-26 18:54:00,59,SJC,386,LAS
2001-03-16 18:05:00,41,PVD,328,BWI
2001-02-27 17:00:00,-10,BWI,495,SDF
2001-03-01 09:40:00,46,AUS,189,DAL
2001-03-25 11:32:00,2,BNA,471,MSY
2001-03-07 19:27:00,2,DAL,181,OKC
2001-01-27 16:30:00,-1,MCO,178,FLL
2001-02-15 22:03:00,20,OKC,313,MCI
2001-03-05 14:55:00,0,MDW,405,MCI
2001-03-23 14:55:00,-10,PBI,758,BNA
2001-03-19 08:35:00,-3,ONT,325,PHX
2001-02-28 08:05:00,0,CMH,284,MDW
2001-01-22 13:50:00,-3,BWI,611,MDW
2001-03-02 19:05:00,2,STL,687,HOU
2001-03-13 17:25:00,14,PDX,543,OAK
2001-01-31 06:30:00,1,PHX,872,AUS
2001-01-07 07:45:00,-5,TUS,451,LAX
2001-02-06 06:30:00,0,BNA,588,BWI
2001-02-20 14:08:00,-1,STL,254,SDF
2001-03-01 07:30:00,-3,STL,237,MCI
2001-03-13 09:53:00,40,LAS,407,OAK
2001-02-07 09:20:00,0,MCO,616,BNA
2001-03-09 12:20:00,-5,DAL,237,TUL
2001-01-08 16:17:00,17,CLE,448,BNA
2001-01-03 17:45:00,-5,HOU,192,SAT
2001-03-07 18:20:00,12,ABQ,289,LBB
2001-01-23 12:20:00,-5,LAS,236,LAX
2001-01-14 16:15:00,13,PHX,328,ABQ
2001-03-23 07:45:00,-10,LIT,296,DAL
2001-03-11 09:35:00,-1,MAF,319,DAL
2001-03-30 14:10:00,15,BWI,314,CLE
2001-03-22 21:15:00,0,BUF,281,BWI
2001-01-07 08:40:00,-7,OAK,180,RNO
2001-03-17 19:55:00,37,HRL,276,HOU
2001-02-15 10:45:00,-5,MDW,395,BNA
2001-03-02 18:22:00,0,BWI,314,CLE
2001-01-10 06:20:00,-3,MCI,491,BNA
2001-01-04 09:22:00,7,TPA,487,MSY
2001-02-17 20:30:00,-10,TPA,1048,MCI
2001-02-16 19:00:00,20,PHX,370,LAX
2001-01-02 16:32:00,13,SJC,308,LAX
2001-01-11 10:59:00,71,OAK,337,LAX
2001-01-11 06:40:00,2,HOU,359,JAN
2001-01-26 08:50:00,-5,AUS,189,DAL
2001-02-25 14:55:00,5,TPA,1034,ISP
2001-02-11 21:25:00,11,LAS,1140,MCI
2001-02-25 20:30:00,10,OAK,407,LAS
2001-02-01 16:35:00,3,MCI,405,MDW
2001-03-30 14:00:00,13,LAS,197,ONT
2001-03-31 13:45:00,-7,SEA,1107,PHX
2001-03-14 16:15:00,5,SMF,479,PDX
2001-01-24 10:30:00,0,PHX,370,LAX
2001-02-28 11:20:00,0,FLL,178,MCO
2001-01-05 09:45:00,-9,AMA,324,DAL
2001-01-16 20:50:00,-3,GEG,287,BOI
2001-01-30 15:35:00,-6,MCI,1363,LAX
2001-01-17 19:35:00,15,BUR,296,SJC
2001-02-15 17:43:00,-5,PHX,872,AUS
2001-01-05 18:20:00,-7,LBB,293,DAL
2001-03-19 09:45:00,-3,MSY,303,HOU
2001-01-28 20:00:00,-5,LAX,337,OAK
2001-03-29 06:45:00,-5,MCO,550,MSY
2001-02-15 19:49:00,62,RNO,345,LAS
2001-02-26 15:05:00,-3,JAN,888,BWI
2001-03-14 07:15:00,-4,FLL,318,JAX
2001-03-20 16:17:00,0,STL,351,TUL
