date,delay,destination,distance,origin
2001-02-27 14:25:00,0,BUR,358,SMF
2001-03-10 18:40:00,6,PDX,543,OAK
2001-02-04 12:20:00,-2,MDW,842,PVD
2001-02-06 06:30:00,5,PHX,872,AUS
2001-01-06 11:05:00,11,STL,351,TUL
2001-01-14 18:02:00,-4,SLC,507,PHX
2001-03-09 12:56:00,-1,MSY,1301,PHX
2001-02-24 12:52:00,15,MCO,828,IND
2001-02-21 08:21:00,0,MSY,550,MCO
2001-02-07 14:00:00,0,CMH,284,MDW
2001-01-08 11:30:00,15,DTW,440,STL
2001-03-27 16:30:00,3,IND,838,TPA
2001-02-06 17:20:00,0,TPA,174,PBI
2001-03-21 15:45:00,0,DAL,324,AMA
2001-01-07 14:21:00,14,ABQ,677,LAX
2001-02-02 21:30:00,7,STL,462,OKC
2001-02-15 20:06:00,46,HOU,303,MSY
2001-01-29 18:45:00,-3,RNO,335,BOI
2001-01-13 08:00:00,-7,SNA,342,SJC
2001-03-14 11:10:00,-10,RNO,601,PHX
2001-02-02 12:25:00,-8,LAX,714,ELP
2001-01-29 08:00:00,5,HOU,303,MSY
2001-03-21 09:10:00,-5,SNA,371,OAK
2001-03-07 09:25:00,-4,BNA,612,TPA
2001-01-02 08:25:00,0,CLE,487,STL
2001-03-29 16:40:00,-7,DAL,437,MSY
2001-03-28 17:37:00,64,HOU,239,DAL
2001-02-16 07:00:00,-10,BWI,588,BNA
2001-02-24 08:00:00,10,OKC,181,DAL
2001-03-01 08:02:00,0,BDL,283,BWI
2001-01-10 17:25:00,0,LIT,296,STL
2001-02-14 17:40:00,7,MCI,718,ABQ
2001-01-19 20:25:00,0,MHT,938,BNA
2001-03-21 22:15:00,-1,MDW,251,STL
2001-01-17 17:30:00,102,DAL,248,SAT
2001-03-02 07:05:00,-6,ELP,223,ABQ
2001-03-29 14:55:00,17,TPA,842,BWI
2001-01-15 18:55:00,17,PHX,843,SAT
2001-01-20 18:16:00,0,MDW,229,DTW
2001-02-09 11:00:00,87,BUR,223,LAS
2001-02-27 16:30:00,3,IND,838,TPA
2001-03-13 11:10:00,0,SMF,358,BUR
2001-01-22 07:30:00,-5,SMF,480,SAN
2001-01-30 08:20:00,-9,DAL,562,ELP
2001-01-14 15:05:00,-5,MCO,550,MSY
2001-01-21 20:50:00,21,IND,162,MDW
2001-01-03 12:45:00,-7,SAN,628,ABQ
2001-01-24 21:45:00,37,ONT,389,SMF
2001-03-16 09:44:00,7,PHX,935,TUL
2001-03-11 16:38:00,5,SMF,647,PHX
2001-01-06 13:40:00,3,MDW,544,LIT
2001-03-15 14:17:00,9,DAL,239,HOU
2001-01-02 09:35:00,-15,PDX,762,LAS
2001-02-11 16:20:00,-1,MSY,487,TPA
2001-02-12 19:38:00,32,LAX,337,OAK
2001-02-18 15:25:00,-9,JAN,666,MDW
2001-01-06 19:20:00,-13,MCO,993,AUS
2001-03-22 08:45:00,-15,LAS,1235,HOU
2001-03-12 08:40:00,3,FLL,318,JAX
2001-02-02 17:15:00,0,OMA,1099,LAS
2001-02-08 11:10:00,-3,BHM,321,MSY
2001-03-19 09:35:00,-10,PVD,907,BNA
2001-01-14 13:35:00,-5,HOU,187,CRP
2001-02-15 11:56:00,25,SMF,647,PHX
2001-01-23 09:25:00,-6,RDU,632,MDW
2001-03-30 13:40:00,-2,ONT,197,LAS
2001-03-23 21:08:00,23,STL,1262,PHX
2001-03-19 15:30:00,179,JAX,318,FLL
2001-02-05 06:52:00,0,MDW,777,BDL
2001-03-03 15:03:00,-13,BUR,223,LAS
2001-01-31 14:00:00,4,DAL,239,HOU
2001-01-11 17:25:00,19,MHT,377,BWI
2001-02-08 13:25:00,-10,SAN,480,SMF
2001-01-02 08:30:00,-4,BWI,328,PVD
2001-03-30 22:15:00,1,ONT,325,PHX
2001-02-12 06:30:00,6,MDW,842,PVD
2001-03-11 17:30:00,13,RNO,390,LAX
2001-03-25 13:35:00,20,OAK,446,SAN
2001-01-16 18:30:00,-2,LAX,337,OAK
2001-03-12 09:25:00,-2,RDU,632,MDW
2001-02-12 11:58:00,20,LAS,487,ABQ
2001-03-29 10:59:00,9,MCI,919,SLC
2001-02-03 14:20:00,-6,CLE,1737,PHX
2001-03-25 10:10:00,-1,ONT,361,OAK
2001-03-19 15:05:00,-2,MCO,550,MSY
2001-02-21 09:30:00,-20,MCI,1140,LAS
2001-03-01 19:43:00,-4,LAX,370,PHX
2001-02-12 19:35:00,1,BHM,177,BNA
2001-02-04 15:18:00,6,CMH,410,STL
2001-02-07 20:00:00,-5,LAX,337,OAK
2001-03-15 16:02:00,15,MSY,471,BNA
2001-02-17 11:58:00,3,BWI,1999,PHX
2001-01-29 12:45:00,0,SAT,248,DAL
2001-01-07 20:00:00,7,HOU,453,TUL
2001-03-06 06:30:00,-2,BUR,223,LAS
2001-01-05 19:40:00,-15,ELP,347,PHX
2001-03-26 07:00:00,-5,PHX,328,ABQ
2001-01-08 10:00:00,-3,HOU,239,DAL
2001-02-05 21:58:00,20,ISP,220,BWI
2001-01-22 22:45:00,40,HOU,670,BNA
2001-02-26 12:25:00,19,PHX,1262,STL
2001-01-11 16:54:00,55,ONT,361,OAK
2001-02-14 08:13:00,11,LAX,236,LAS
2001-03-30 08:30:00,19,SAT,1407,BWI
2001-01-18 07:00:00,0,ELP,347,PHX
2001-01-03 12:51:00,22,SDF,323,BHM
2001-03-07 19:50:00,13,MHT,1236,MCI
2001-01-13 15:36:00,7,MSY,321,BHM
2001-02-06 14:40:00,-10,HOU,303,MSY
2001-01-19 20:50:00,-16,MHT,377,BWI
2001-01-05 18:32:00,53,BWI,220,ISP
2001-03-30 11:20:00,-4,HOU,1020,PHX
2001-03-06 20:20:00,19,SJC,308,LAX
2001-03-15 08:10:00,-5,ONT,389,SMF
2001-01-23 07:50:00,-8,LAX,1797,BNA
2001-03-28 17:20:00,4,LAS,762,PDX
2001-01-28 15:10:00,9,DAL,296,LIT
2001-01-17 11:30:00,5,SJC,386,LAS
2001-03-14 13:35:00,-10,GEG,224,SEA
2001-02-02 08:20:00,4,SAT,496,ELP
2001-02-16 07:42:00,18,BNA,491,MCI
2001-03-05 08:55:00,8,MCO,1142,MHT
2001-03-07 19:30:00,19,LAX,677,ABQ
2001-03-14 19:13:00,17,PHX,347,ELP
2001-01-26 08:53:00,10,LBB,293,DAL
2001-02-21 08:15:00,-4,LAX,308,SJC
2001-02-07 16:30:00,-5,BOI,287,GEG
2001-01-12 19:23:00,4,MHT,1236,MCI
2001-02-09 17:18:00,126,MDW,251,STL
2001-01-06 10:45:00,-5,BUR,223,LAS
2001-01-24 06:00:00,0,HOU,303,MSY
2001-03-07 06:15:00,-20,SJC,697,SEA
2001-01-27 18:50:00,0,BWI,328,PVD
2001-01-15 14:25:00,20,ISP,803,BNA
2001-01-08 18:55:00,-10,STL,296,LIT
2001-01-17 13:30:00,25,LAS,258,SAN
2001-02-25 20:21:00,75,PHX,935,TUL
2001-01-26 21:03:00,5,DAL,248,SAT
2001-01-13 11:00:00,-4,AUS,148,HOU
2001-01-16 16:40:00,0,MDW,632,RDU
2001-01-05 07:10:00,0,PDX,279,GEG
2001-01-13 10:55:00,-7,LAS,866,SEA
2001-03-01 07:45:00,9,CRP,187,HOU
2001-03-09 14:45:00,0,DAL,239,HOU
2001-03-31 07:05:00,0,SMF,480,SAN
2001-03-14 08:45:00,12,LIT,296,STL
2001-01-22 11:40:00,-15,LAX,677,ABQ
2001-01-03 12:00:00,-12,BWI,281,BUF
2001-02-14 06:15:00,-3,SMF,373,LAX
2001-02-08 15:00:00,0,AUS,148,HOU
2001-01-23 15:55:00,1,HOU,303,MSY
2001-03-28 13:20:00,0,MSY,303,HOU
2001-03-13 19:35:00,0,AUS,189,DAL
2001-02-22 15:25:00,-5,STL,687,HOU
2001-02-13 07:00:00,-7,PHX,256,LAS
2001-03-09 15:30:00,2,PHX,370,LAX
2001-01-30 13:40:00,-2,SAN,258,LAS
2001-02-09 21:43:00,30,LAX,373,SMF
2001-03-02 16:40:00,22,MSY,437,DAL
2001-03-27 07:55:00,-4,PVD,328,BWI
2001-02-05 11:40:00,-5,MCI,967,BWI
2001-02-26 21:12:00,54,LAS,223,BUR
2001-03-08 20:35:00,-9,LIT,296,STL
2001-02-25 16:00:00,28,JAX,318,FLL
2001-01-23 14:20:00,-4,STL,440,DTW
2001-03-06 22:35:00,40,GEG,224,SEA
2001-03-23 13:18:00,27,SAN,446,OAK
2001-01-08 07:10:00,-21,MSY,1599,SAN
2001-02-25 10:35:00,0,DAL,296,LIT
2001-01-09 11:50:00,-2,DAL,181,OKC
2001-03-06 11:12:00,-21,RNO,601,PHX
2001-03-15 18:00:00,27,PHX,872,AUS
2001-03-11 20:44:00,2,PHX,646,OAK
2001-01-18 19:20:00,-3,LAS,236,LAX
2001-02-27 17:30:00,5,BHM,682,BWI
2001-03-13 22:15:00,68,TPA,842,BWI
2001-02-04 10:25:00,-2,IND,162,MDW
2001-01-18 15:30:00,0,PHX,370,LAX
2001-02-15 15:16:00,34,STL,237,MCI
2001-01-01 21:33:00,2,HOU,1020,PHX
2001-02-22 16:05:00,20,PHX,1262,STL
2001-03-26 07:00:00,-8,MHT,377,BWI
2001-01-03 19:50:00,-1,FLL,318,JAX
2001-03-01 21:38:00,30,RNO,188,SJC
2001-01-12 16:58:00,35,OMA,423,MDW
2001-01-27 19:23:00,9,MCI,1140,LAS
2001-01-04 16:25:00,5,MCO,178,FLL
2001-03-13 22:18:00,25,IND,229,STL
2001-02-07 18:30:00,-4,TPA,972,SAT
2001-02-17 13:50:00,12,MCO,534,RDU
2001-01-19 17:05:00,31,OAK,361,ONT
2001-02-01 20:40:00,-3,AUS,189,DAL
2001-02-26 17:45:00,-2,TPA,197,FLL
2001-03-07 12:00:00,-4,GEG,224,SEA
2001-02-18 12:25:00,-7,MDW,842,PVD
2001-02-21 08:10:00,12,PHX,1448,BNA
2001-01-05 09:50:00,-6,OAK,723,GEG
2001-01-18 06:30:00,-1,DAL,189,AUS
2001-03-06 08:15:00,13,BUR,358,SMF
2001-03-01 18:29:00,15,MHT,377,BWI
2001-02-03 13:45:00,-9,LAX,373,SMF
2001-03-15 13:30:00,-10,BUF,281,BWI
2001-01-19 19:50:00,25,SMF,358,BUR
2001-03-09 15:30:00,6,BWI,220,ISP
2001-02-21 14:55:00,-5,PDX,279,GEG
2001-03-09 13:30:00,17,OAK,446,SAN
2001-02-13 07:35:00,-5,OAK,325,BUR
2001-01-22 20:05:00,-1,ABQ,487,LAS
2001-02-26 12:25:00,21,SJC,188,RNO
2001-01-25 16:30:00,-9,BHM,321,MSY
2001-03-05 18:15:00,-2,MDW,251,STL
2001-03-27 21:30:00,-10,OAK,337,LAX
2001-03-20 14:25:00,0,BHM,177,BNA
2001-03-30 20:43:00,-3,STL,251,MDW
2001-01-21 07:05:00,-15,SDF,727,TPA
2001-02-05 12:10:00,-8,PHX,833,OKC
2001-02-17 09:10:00,-6,HOU,276,HRL
2001-03-03 17:10:00,-5,PHX,647,SMF
2001-02-22 20:47:00,1,MSY,550,MCO
2001-03-05 20:50:00,-5,OKC,462,STL
2001-03-06 10:25:00,0,OMA,1099,LAS
2001-01-11 15:19:00,18,LAS,197,ONT
2001-01-17 09:35:00,-15,PDX,762,LAS
2001-02-28 18:05:00,38,LAS,397,SMF
2001-01-09 07:00:00,-2,MHT,377,BWI
2001-01-18 16:50:00,3,LAS,258,SAN
2001-01-31 07:00:00,-3,LAX,236,LAS
2001-03-26 13:30:00,-8,PBI,174,TPA
2001-01-21 08:45:00,-6,LAS,1235,HOU
2001-01-31 21:00:00,-18,LAX,677,ABQ
2001-02-02 17:35:00,-12,PHX,872,AUS
2001-02-27 20:30:00,-3,BUR,223,LAS
2001-02-01 16:20:00,-1,LAS,258,SAN
2001-01-22 08:05:00,-2,BHM,321,MSY
2001-03-28 15:10:00,-7,ELP,677,HOU
2001-01-15 19:20:00,0,ELP,496,SAT
2001-03-02 21:20:00,-5,MCI,313,OKC
2001-01-01 12:45:00,-5,SAN,628,ABQ
2001-02-12 13:15:00,-6,SEA,224,GEG
2001-02-11 22:35:00,-2,SAN,304,PHX
2001-01-29 19:23:00,8,MCO,178,FLL
2001-03-18 07:30:00,-8,HOU,239,DAL
2001-02-20 21:25:00,0,MSY,487,TPA
2001-03-05 15:15:00,-6,SDF,254,STL
2001-02-24 11:05:00,18,MCI,919,SLC
2001-02-14 20:38:00,11,LAX,308,SJC
2001-03-07 17:25:00,0,OAK,446,SAN
2001-01-21 15:55:00,17,PVD,2277,PHX
2001-03-10 10:00:00,-5,SAN,417,SJC
2001-03-26 22:05:00,-8,LAX,308,SJC
2001-01-22 19:20:00,-5,MAF,319,DAL
2001-02-03 13:30:00,-22,PHX,1107,SEA
2001-02-25 16:43:00,51,ONT,325,PHX
2001-01-27 12:15:00,-4,MDW,251,STL
2001-03-29 16:25:00,17,BWI,1999,PHX
2001-03-30 14:45:00,13,ABQ,328,PHX
2001-02-02 06:30:00,0,STL,351,TUL
2001-02-01 10:15:00,-7,STL,251,MDW
2001-02-16 17:35:00,40,HOU,359,JAN
2001-03-31 09:32:00,43,LAX,373,SMF
2001-03-26 11:50:00,0,CLE,314,BWI
2001-01-16 18:05:00,2,SAN,446,OAK
2001-02-14 18:00:00,0,LAS,223,BUR
2001-03-16 18:04:00,13,PHX,328,ABQ
2001-03-24 16:25:00,0,FLL,1188,PVD
2001-02-01 10:45:00,-8,MDW,395,BNA
2001-03-20 13:20:00,-10,LAS,236,LAX
2001-02-18 11:25:00,1,MSY,303,HOU
2001-01-31 09:45:00,2,AMA,324,DAL
2001-03-07 14:35:00,66,LAX,370,PHX
2001-01-23 07:20:00,4,PVD,108,ISP
2001-01-21 06:30:00,-9,HOU,441,MAF
2001-03-19 08:00:00,21,MCO,989,MDW
2001-03-20 10:35:00,-7,OAK,407,LAS
2001-03-24 14:29:00,-8,ABQ,677,LAX
2001-03-10 10:40:00,-13,BUF,1011,MCO
2001-02-14 10:45:00,3,HRL,276,HOU
2001-01-15 15:45:00,0,BWI,377,MHT
2001-02-13 06:15:00,-5,SJC,333,ONT
2001-02-13 16:52:00,-2,HOU,1020,PHX
2001-03-20 12:35:00,5,TPA,587,RDU
2001-03-02 17:30:00,5,OMA,1099,LAS
2001-02-06 15:35:00,-3,DAL,237,TUL
2001-01-24 13:50:00,-3,LIT,296,DAL
2001-03-12 07:15:00,1,FLL,318,JAX
2001-02-09 11:47:00,25,AUS,528,ELP
2001-03-21 16:11:00,-2,OKC,833,PHX
2001-01-09 20:44:00,16,LAX,337,OAK
2001-01-26 16:32:00,5,MDW,395,BNA
2001-03-06 13:10:00,-2,BUR,369,PHX
2001-01-26 01:50:00,170,PHX,256,LAS
2001-02-24 07:25:00,-3,TUL,935,PHX
2001-01-09 10:25:00,-10,HOU,359,JAN
2001-01-20 11:45:00,3,LAS,407,OAK
2001-03-18 12:50:00,8,SAT,192,HOU
2001-02-11 08:15:00,0,MDW,162,IND
2001-03-27 19:36:00,10,AMA,758,LAS
2001-01-31 14:15:00,-10,DTW,457,BNA
2001-01-03 19:35:00,34,SAT,248,DAL
2001-01-13 11:50:00,50,OAK,337,LAX
2001-02-17 12:50:00,-4,HRL,276,HOU
2001-03-14 17:25:00,23,BWI,377,MHT
2001-03-09 19:10:00,22,RNO,335,BOI
2001-01-03 17:39:00,36,HOU,303,MSY
2001-03-04 09:20:00,-9,PHX,325,ONT
2001-01-13 17:54:00,39,PVD,328,BWI
2001-01-21 20:30:00,-2,DAL,239,HOU
2001-01-09 10:48:00,17,OAK,337,LAX
2001-03-19 22:14:00,44,ALB,288,BWI
2001-02-25 08:20:00,-11,ABQ,328,PHX
2001-01-29 14:25:00,8,FLL,318,JAX
2001-03-06 19:45:00,5,OAK,543,PDX
2001-01-27 19:05:00,-4,BWI,663,JAX
2001-03-04 12:00:00,2,BWI,281,BUF
2001-01-13 17:15:00,0,SMF,373,LAX
2001-03-04 08:45:00,-11,LAS,1099,OMA
2001-03-16 10:14:00,7,SMF,605,SEA
2001-03-02 13:32:00,3,HOU,359,JAN
2001-01-29 18:15:00,2,PHX,369,BUR
2001-02-02 16:47:00,15,STL,440,DTW
2001-03-29 14:33:00,28,LAS,236,LAX
2001-01-07 19:30:00,17,SNA,371,OAK
2001-03-12 17:00:00,-2,SEA,689,SLC
2001-03-20 06:40:00,-10,MDW,405,MCI
2001-01-06 08:10:00,-6,BNA,338,CMH
2001-01-30 16:30:00,-11,OAK,337,LAX
2001-02-03 06:55:00,-20,MCI,1481,PDX
2001-01-05 18:00:00,-1,LAS,223,BUR
2001-01-15 19:50:00,-10,MCI,718,ABQ
2001-02-18 17:58:00,15,OAK,180,RNO
2001-02-03 07:50:00,-10,PHX,1020,HOU
2001-03-16 06:05:00,-5,SAN,258,LAS
2001-01-14 15:13:00,12,OAK,407,LAS
2001-01-16 17:20:00,0,PVD,328,BWI
2001-01-30 11:00:00,-2,ABQ,332,MAF
2001-01-14 09:10:00,-2,OAK,361,ONT
