count,job,perc,sex,year
101,Apprentice - Bricklayer,2.405422651e-06,men,1920
2021,Apprentice - Bricklayer,4.1473275204000004e-05,men,1930
0,Apprentice - Bricklayer,0.0,men,1940
8290,Apprentice - Bricklayer,0.000136481311271,men,1950
2991,Apprentice - Bricklayer,3.4415900380000004e-05,men,1960
4710,Apprentice - Bricklayer,4.3107468988000005e-05,men,1970
3562,Apprentice - Bricklayer,2.7719232162000003e-05,men,1980
976,Apprentice - Bricklayer,6.544815040000001e-06,men,1990
0,Apprentice - Bricklayer,0.0,men,2000
0,Apprentice - Bricklayer,0.0,women,1850
0,Apprentice - Bricklayer,0.0,women,1860
0,Apprentice - Bricklayer,0.0,women,1870
0,Apprentice - Bricklayer,0.0,women,1880
0,Apprentice - Bricklayer,0.0,women,1900
0,Apprentice - Bricklayer,0.0,women,1910
0,Apprentice - Bricklayer,0.0,women,1920
0,Apprentice - Bricklayer,0.0,women,1930
0,Apprentice - Bricklayer,0.0,women,1940
0,Apprentice - Bricklayer,0.0,women,1950
0,Apprentice - Bricklayer,0.0,women,1960
200,Apprentice - Bricklayer,1.8304657740000002e-06,women,1970
140,Apprentice - Bricklayer,1.0894701010000002e-06,women,1980
53,Apprentice - Bricklayer,3.554049151332962e-07,women,1990
0,Apprentice - Bricklayer,0.0,women,2000
404,Apprentice - Carpenter,7.4728987189e-05,men,1850
6818,Apprentice - Carpenter,0.0008083529967740001,men,1860
8443,Apprentice - Carpenter,0.0006430782938490001,men,1870
5589,Apprentice - Carpenter,0.00030528833798,men,1880
3113,Apprentice - Carpenter,0.000104850926603,men,1900
0,Apprentice - Carpenter,0.0,men,1910
1615,Apprentice - Carpenter,3.8462946357000006e-05,men,1920
2527,Apprentice - Carpenter,5.1856984879e-05,men,1930
13667,Apprentice - Carpenter,0.00026266893276500003,men,1940
11840,Apprentice - Carpenter,0.00019492626362500003,men,1950
7666,Apprentice - Carpenter,8.820872361000001e-05,men,1960
9616,Apprentice - Carpenter,8.8008794436e-05,men,1970
11127,Apprentice - Carpenter,8.6589527306e-05,men,1980
5609,Apprentice - Carpenter,3.7612569226e-05,men,1990
0,Apprentice - Carpenter,0.0,men,2000
0,Apprentice - Carpenter,0.0,women,1850
0,Apprentice - Carpenter,0.0,women,1860
101,Apprentice - Carpenter,7.692870742000001e-06,women,1870
0,Apprentice - Carpenter,0.0,women,1880
0,Apprentice - Carpenter,0.0,women,1900
0,Apprentice - Carpenter,0.0,women,1910
0,Apprentice - Carpenter,0.0,women,1920
0,Apprentice - Carpenter,0.0,women,1930
1010,Apprentice - Carpenter,1.9411401338e-05,women,1940
54,Apprentice - Carpenter,8.890218104543926e-07,women,1950
0,Apprentice - Carpenter,0.0,women,1960
0,Apprentice - Carpenter,0.0,women,1970
840,Apprentice - Carpenter,6.536820610000001e-06,women,1980
318,Apprentice - Carpenter,2.13242949e-06,women,1990
0,Apprentice - Carpenter,0.0,women,2000
202,Apprentice - Construction,3.7364493594e-05,men,1850
3408,Apprentice - Construction,0.00040405793678600005,men,1860
5525,Apprentice - Construction,0.00042082287972400003,men,1870
1995,Apprentice - Construction,0.00010897302456,men,1880
2012,Apprentice - Construction,6.7767447583e-05,men,1900
21412,Apprentice - Construction,0.000550028356823,men,1910
705,Apprentice - Construction,1.6790326428e-05,men,1920
1515,Apprentice - Construction,3.1089565529e-05,men,1930
18051,Apprentice - Construction,0.000346925946099,men,1940
5717,Apprentice - Construction,9.412106834e-05,men,1950
3489,Apprentice - Construction,4.0146130534e-05,men,1960
2603,Apprentice - Construction,2.3823512054000003e-05,men,1970
0,Apprentice - Construction,0.0,men,1980
0,Apprentice - Construction,0.0,men,1990
0,Apprentice - Construction,0.0,men,2000
0,Apprentice - Construction,0.0,women,1850
202,Apprentice - Construction,2.3949443436e-05,women,1860
101,Apprentice - Construction,7.692870742000001e-06,women,1870
0,Apprentice - Construction,0.0,women,1880
0,Apprentice - Construction,0.0,women,1900
0,Apprentice - Construction,0.0,women,1910
0,Apprentice - Construction,0.0,women,1920
0,Apprentice - Construction,0.0,women,1930
101,Apprentice - Construction,1.941140133e-06,women,1940
0,Apprentice - Construction,0.0,women,1950
100,Apprentice - Construction,1.1506486250000001e-06,women,1960
302,Apprentice - Construction,2.7640033190000004e-06,women,1970
0,Apprentice - Construction,0.0,women,1980
0,Apprentice - Construction,0.0,women,1990
0,Apprentice - Construction,0.0,women,2000
0,Apprentice - Electrician,0.0,men,1850
0,Apprentice - Electrician,0.0,men,1860
0,Apprentice - Electrician,0.0,men,1870
0,Apprentice - Electrician,0.0,men,1880
1407,Apprentice - Electrician,4.7390059020000006e-05,men,1900
0,Apprentice - Electrician,0.0,men,1910
4439,Apprentice - Electrician,0.000105719516334,men,1920
1517,Apprentice - Electrician,3.1130607859e-05,men,1930
7102,Apprentice - Electrician,0.00013649482406500002,men,1940
12387,Apprentice - Electrician,0.00020393172529800001,men,1950
9156,Apprentice - Electrician,0.00010535338812600001,men,1960
22140,Apprentice - Electrician,0.00020263256123300002,men,1970
18588,Apprentice - Electrician,0.000144650501804,men,1980
17188,Apprentice - Electrician,0.000115258484553,men,1990
0,Apprentice - Electrician,0.0,men,2000
0,Apprentice - Electrician,0.0,women,1850
0,Apprentice - Electrician,0.0,women,1860
0,Apprentice - Electrician,0.0,women,1870
0,Apprentice - Electrician,0.0,women,1880
0,Apprentice - Electrician,0.0,women,1900
0,Apprentice - Electrician,0.0,women,1910
0,Apprentice - Electrician,0.0,women,1920
0,Apprentice - Electrician,0.0,women,1930
101,Apprentice - Electrician,1.941140133e-06,women,1940
0,Apprentice - Electrician,0.0,women,1950
99,Apprentice - Electrician,1.139142138e-06,women,1960
500,Apprentice - Electrician,4.5761644360000005e-06,women,1970
1160,Apprentice - Electrician,9.027037986000001e-06,women,1980
901,Apprentice - Electrician,6.041883557e-06,women,1990
0,Apprentice - Electrician,0.0,women,2000
0,Apprentice - Machinist,0.0,men,1850
2612,Apprentice - Machinist,0.000309682902255,men,1860
3212,Apprentice - Machinist,0.00024464852301800004,men,1870
4391,Apprentice - Machinist,0.000239849900173,men,1880
12049,Apprentice - Machinist,0.00040583000791700005,men,1900
0,Apprentice - Machinist,0.0,men,1910
17659,Apprentice - Machinist,0.00042056790695100003,men,1920
7077,Apprentice - Machinist,0.000145228287293,men,1930
17891,Apprentice - Machinist,0.00034385087262,men,1940
17372,Apprentice - Machinist,0.000286001609096,men,1950
14047,Apprentice - Machinist,0.000161631612386,men,1960
17724,Apprentice - Machinist,0.000162215876932,men,1970
15146,Apprentice - Machinist,0.00011786510115800001,men,1980
4030,Apprentice - Machinist,2.7024185056e-05,men,1990
0,Apprentice - Machinist,0.0,men,2000
0,Apprentice - Machinist,0.0,women,1850
0,Apprentice - Machinist,0.0,women,1860
0,Apprentice - Machinist,0.0,women,1870
200,Apprentice - Machinist,1.0924613991000001e-05,women,1880
100,Apprentice - Machinist,3.368163398e-06,women,1900
0,Apprentice - Machinist,0.0,women,1910
101,Apprentice - Machinist,2.405422651e-06,women,1920
0,Apprentice - Machinist,0.0,women,1930
0,Apprentice - Machinist,0.0,women,1940
165,Apprentice - Machinist,2.7164555310000003e-06,women,1950
497,Apprentice - Machinist,5.718723667e-06,women,1960
401,Apprentice - Machinist,3.670083877e-06,women,1970
841,Apprentice - Machinist,6.54460254e-06,women,1980
356,Apprentice - Machinist,2.387248109e-06,women,1990
0,Apprentice - Machinist,0.0,women,2000
0,Apprentice - Mechanic,0.0,men,1850
1003,Apprentice - Mechanic,0.00011891728597300001,men,1860
1710,Apprentice - Mechanic,0.000130245633362,men,1870
0,Apprentice - Mechanic,0.0,men,1880
504,Apprentice - Mechanic,1.6975543529000002e-05,men,1900
0,Apprentice - Mechanic,0.0,men,1910
1313,Apprentice - Mechanic,3.1270494468e-05,men,1920
1011,Apprentice - Mechanic,2.0746898184000002e-05,men,1930
0,Apprentice - Mechanic,0.0,men,1940
4726,Apprentice - Mechanic,7.7805871781e-05,men,1950
4784,Apprentice - Mechanic,5.5047030231000005e-05,men,1960
5309,Apprentice - Mechanic,4.8589713983000006e-05,men,1970
0,Apprentice - Mechanic,0.0,men,1980
0,Apprentice - Mechanic,0.0,men,1990
0,Apprentice - Mechanic,0.0,men,2000
0,Apprentice - Mechanic,0.0,women,1850
0,Apprentice - Mechanic,0.0,women,1860
101,Apprentice - Mechanic,7.692870742000001e-06,women,1870
0,Apprentice - Mechanic,0.0,women,1880
0,Apprentice - Mechanic,0.0,women,1900
0,Apprentice - Mechanic,0.0,women,1910
0,Apprentice - Mechanic,0.0,women,1920
0,Apprentice - Mechanic,0.0,women,1930
0,Apprentice - Mechanic,0.0,women,1940
0,Apprentice - Mechanic,0.0,women,1950
200,Apprentice - Mechanic,2.3012972500000003e-06,women,1960
201,Apprentice - Mechanic,1.839618103e-06,women,1970
0,Apprentice - Mechanic,0.0,women,1980
0,Apprentice - Mechanic,0.0,women,1990
0,Apprentice - Mechanic,0.0,women,2000
0,Apprentice - Metal Working,0.0,men,1850
13251,Apprentice - Metal Working,0.001571059777099,men,1860
15780,Apprentice - Metal Working,0.001201915844716,men,1870
8480,Apprentice - Metal Working,0.00046320363322,men,1880
8337,Apprentice - Metal Working,0.000280803782555,men,1900
0,Apprentice - Metal Working,0.0,men,1910
8076,Apprentice - Metal Working,0.000192338547853,men,1920
6067,Apprentice - Metal Working,0.000124501910274,men,1930
0,Apprentice - Metal Working,0.0,men,1940
8716,Apprentice - Metal Working,0.00014349470555400002,men,1950
4984,Apprentice - Metal Working,5.734832748100001e-05,men,1960
6807,Apprentice - Metal Working,6.229990263300001e-05,men,1970
720,Apprentice - Metal Working,5.602989095e-06,men,1980
930,Apprentice - Metal Working,6.2363503970000005e-06,men,1990
0,Apprentice - Metal Working,0.0,men,2000
0,Apprentice - Metal Working,0.0,women,1850
0,Apprentice - Metal Working,0.0,women,1860
0,Apprentice - Metal Working,0.0,women,1870
0,Apprentice - Metal Working,0.0,women,1880
101,Apprentice - Metal Working,3.401845032e-06,women,1900
0,Apprentice - Metal Working,0.0,women,1910
0,Apprentice - Metal Working,0.0,women,1920
0,Apprentice - Metal Working,0.0,women,1930
0,Apprentice - Metal Working,0.0,women,1940
246,Apprentice - Metal Working,4.0499882470000004e-06,women,1950
0,Apprentice - Metal Working,0.0,women,1960
0,Apprentice - Metal Working,0.0,women,1970
160,Apprentice - Metal Working,1.245108687e-06,women,1980
106,Apprentice - Metal Working,7.108098302665924e-07,women,1990
0,Apprentice - Metal Working,0.0,women,2000
0,Apprentice - Plumber,0.0,men,1850
1004,Apprentice - Plumber,0.00011903584757400001,men,1860
2011,Apprentice - Plumber,0.000153171911516,men,1870
1694,Apprentice - Plumber,9.2531480504e-05,men,1880
2815,Apprentice - Plumber,9.481379967500001e-05,men,1900
0,Apprentice - Plumber,0.0,men,1910
5749,Apprentice - Plumber,0.00013691856260600002,men,1920
6571,Apprentice - Plumber,0.00013484457761800002,men,1930
8921,Apprentice - Plumber,0.000171454565683,men,1940
17684,Apprentice - Plumber,0.00029113817955600004,men,1950
9754,Apprentice - Plumber,0.00011223426690500001,men,1960
15327,Apprentice - Plumber,0.000140277744626,men,1970
12270,Apprentice - Plumber,9.5484272495e-05,men,1980
7878,Apprentice - Plumber,5.282792304500001e-05,men,1990
0,Apprentice - Plumber,0.0,men,2000
0,Apprentice - Plumber,0.0,women,1850
0,Apprentice - Plumber,0.0,women,1860
0,Apprentice - Plumber,0.0,women,1870
0,Apprentice - Plumber,0.0,women,1880
200,Apprentice - Plumber,6.736326797000001e-06,women,1900
0,Apprentice - Plumber,0.0,women,1910
0,Apprentice - Plumber,0.0,women,1920
0,Apprentice - Plumber,0.0,women,1930
2821,Apprentice - Plumber,5.4217389282000006e-05,women,1940
3305,Apprentice - Plumber,5.4411427473e-05,women,1950
0,Apprentice - Plumber,0.0,women,1960
200,Apprentice - Plumber,1.8304657740000002e-06,women,1970
500,Apprentice - Plumber,3.8909646490000005e-06,women,1980
244,Apprentice - Plumber,1.6362037600000002e-06,women,1990
0,Apprentice - Plumber,0.0,women,2000
0,Apprentice - Printing,0.0,men,1850
2005,Apprentice - Printing,0.00023771601034500002,men,1860
4522,Apprentice - Printing,0.000344427341559,men,1870
2597,Apprentice - Printing,0.00014185611267300002,men,1880
4229,Apprentice - Printing,0.00014243963013300002,men,1900
0,Apprentice - Printing,0.0,men,1910
5150,Apprentice - Printing,0.000122652739158,men,1920
9605,Apprentice - Printing,0.00019710579333800002,men,1930
15899,Apprentice - Printing,0.000305566207802,men,1940
20145,Apprentice - Printing,0.0003316545254,men,1950
12253,Apprentice - Printing,0.00014098897604900002,men,1960
10015,Apprentice - Printing,9.166057365600001e-05,men,1970
0,Apprentice - Printing,0.0,men,1980
0,Apprentice - Printing,0.0,men,1990
0,Apprentice - Printing,0.0,men,2000
0,Apprentice - Printing,0.0,women,1850
0,Apprentice - Printing,0.0,women,1860
0,Apprentice - Printing,0.0,women,1870
99,Apprentice - Printing,5.407683925000001e-06,women,1880
200,Apprentice - Printing,6.736326797000001e-06,women,1900
0,Apprentice - Printing,0.0,women,1910
303,Apprentice - Printing,7.216267954e-06,women,1920
505,Apprentice - Printing,1.0363188509e-05,women,1930
2435,Apprentice - Printing,4.6798774514e-05,women,1940
1967,Apprentice - Printing,3.2383442614e-05,women,1950
299,Apprentice - Printing,3.440439389e-06,women,1960
1100,Apprentice - Printing,1.0067561759000002e-05,women,1970
0,Apprentice - Printing,0.0,women,1980
0,Apprentice - Printing,0.0,women,1990
0,Apprentice - Printing,0.0,women,2000
405,Architect,7.491395992900001e-05,men,1850
1707,Architect,0.000202384653196,men,1860
1914,Architect,0.00014578370892100002,men,1870
3892,Architect,0.00021259298826500003,men,1880
10151,Architect,0.00034190226660800005,men,1900
16624,Architect,0.000427034905839,men,1910
15439,Architect,0.00036769624075000005,men,1920
18200,Architect,0.00037348520965700005,men,1930
19929,Architect,0.00038301962106300003,men,1940
24820,Architect,0.000408620765471,men,1950
30179,Architect,0.00034725424860800004,men,1960
57091,Architect,0.000522515607649,men,1970
107765,Architect,0.0008386196108750001,men,1980
143413,Architect,0.0009616921715850001,men,1990
171025,Architect,0.001017265086695,men,2000
0,Architect,0.0,women,1850
0,Architect,0.0,women,1860
0,Architect,0.0,women,1870
0,Architect,0.0,women,1880
100,Architect,3.368163398e-06,women,1900
0,Architect,0.0,women,1910
100,Architect,2.3816065850000003e-06,women,1920
0,Architect,0.0,women,1930
303,Architect,5.823420401000001e-06,women,1940
519,Architect,8.5444874e-06,women,1950
1096,Architect,1.2611108932000002e-05,women,1960
2606,Architect,2.3850969041e-05,women,1970
10949,Architect,8.5204343891e-05,women,1980
27057,Architect,0.00018143756205200003,women,1990
45789,Architect,0.00027235521739300004,women,2000
2123,Artist / Art Teacher,0.000392697128224,men,1850
5024,Artist / Art Teacher,0.0005956534842760001,men,1860
3716,Artist / Art Teacher,0.000283036709693,men,1870
5485,Artist / Art Teacher,0.00029960753870400005,men,1880
15074,Artist / Art Teacher,0.00050771695073,men,1900
20151,Artist / Art Teacher,0.0005176359713400001,men,1910
20083,Artist / Art Teacher,0.00047829805058500005,men,1920
34876,Artist / Art Teacher,0.0007156961632970001,men,1930
43200,Artist / Art Teacher,0.000830269839427,men,1940
52247,Artist / Art Teacher,0.000860161528348,men,1950
70230,Artist / Art Teacher,0.0008081005295,men,1960
70208,Artist / Art Teacher,0.000642566705467,men,1970
88510,Artist / Art Teacher,0.000688778562229,men,1980
113275,Artist / Art Teacher,0.0007595941841830001,men,1990
147525,Artist / Art Teacher,0.0008774859343060001,men,2000
0,Artist / Art Teacher,0.0,women,1850
605,Artist / Art Teacher,7.172976870700001e-05,women,1860
502,Artist / Art Teacher,3.8235852601e-05,women,1870
3393,Artist / Art Teacher,0.000185336076358,women,1880
11754,Artist / Art Teacher,0.000395893925891,women,1900
15617,Artist / Art Teacher,0.000401167235592,women,1910
13929,Artist / Art Teacher,0.00033173398130800004,women,1920
20220,Artist / Art Teacher,0.00041493796369600005,women,1930
19699,Artist / Art Teacher,0.000378599202937,women,1940
30171,Artist / Art Teacher,0.000496716241541,women,1950
59496,Artist / Art Teacher,0.000684589906068,women,1960
51690,Artist / Art Teacher,0.00047308387941,women,1970
91749,Artist / Art Teacher,0.0007139842312270001,women,1980
136297,Artist / Art Teacher,0.000913974032413,women,1990
144382,Artist / Art Teacher,0.00085879121618,women,2000
204,Athlete,3.7734439075000006e-05,men,1850
100,Athlete,1.1856160116e-05,men,1860
201,Athlete,1.5309574447e-05,men,1870
498,Athlete,2.7202288837e-05,men,1880
3417,Athlete,0.00011509014333500001,men,1900
0,Athlete,0.0,men,1910
3735,Athlete,8.895300597200001e-05,men,1920
7579,Athlete,0.000155529912307,men,1930
10153,Athlete,0.000195132631474,men,1940
8927,Athlete,0.000146968475961,men,1950
4387,Athlete,5.0478955188000005e-05,men,1960
0,Athlete,0.0,men,1970
0,Athlete,0.0,men,1980
0,Athlete,0.0,men,1990
0,Athlete,0.0,men,2000
0,Athlete,0.0,women,1850
0,Athlete,0.0,women,1860
0,Athlete,0.0,women,1870
200,Athlete,1.0924613991000001e-05,women,1880
0,Athlete,0.0,women,1900
0,Athlete,0.0,women,1910
0,Athlete,0.0,women,1920
0,Athlete,0.0,women,1930
748,Athlete,1.4375968516000001e-05,women,1940
155,Athlete,2.551821863e-06,women,1950
796,Athlete,9.159163056e-06,women,1960
0,Athlete,0.0,women,1970
0,Athlete,0.0,women,1980
0,Athlete,0.0,women,1990
0,Athlete,0.0,women,2000
809,Auctioneer,0.000149642947118,men,1850
1908,Auctioneer,0.00022621553503100002,men,1860
2108,Auctioneer,0.00016056011411,men,1870
2594,Auctioneer,0.00014169224346300002,men,1880
2818,Auctioneer,9.4914844577e-05,men,1900
2519,Auctioneer,6.4707707399e-05,men,1910
5652,Auctioneer,0.000134608404218,men,1920
5053,Auctioneer,0.00010369344859300001,men,1930
5580,Auctioneer,0.000107243187592,men,1940
13509,Auctioneer,0.00022240362291500002,men,1950
4385,Auctioneer,5.0455942216e-05,men,1960
5415,Auctioneer,4.9559860843e-05,men,1970
6427,Auctioneer,5.0014459602000005e-05,men,1980
8339,Auctioneer,5.5919275232000003e-05,men,1990
0,Auctioneer,0.0,men,2000
0,Auctioneer,0.0,women,1850
0,Auctioneer,0.0,women,1860
0,Auctioneer,0.0,women,1870
0,Auctioneer,0.0,women,1880
0,Auctioneer,0.0,women,1900
0,Auctioneer,0.0,women,1910
0,Auctioneer,0.0,women,1920
0,Auctioneer,0.0,women,1930
2744,Auctioneer,5.2737510171e-05,women,1940
2970,Auctioneer,4.889619957400001e-05,women,1950
99,Auctioneer,1.139142138e-06,women,1960
800,Auctioneer,7.3218630970000004e-06,women,1970
1282,Auctioneer,9.97643336e-06,women,1980
1577,Auctioneer,1.0574972663000001e-05,women,1990
0,Auctioneer,0.0,women,2000
101,Author,1.8682246797e-05,men,1850
301,Author,3.5687041952000005e-05,men,1860
303,Author,2.3078612227e-05,men,1870
