date,delay,destination,distance,origin
2001-02-06 11:55:00,0,LIT,296,DAL
2001-02-03 16:55:00,-15,LAX,236,LAS
2001-01-06 17:00:00,-10,BWI,495,SDF
2001-02-08 10:30:00,-10,DAL,239,HOU
2001-01-08 14:33:00,3,TUL,223,MCI
2001-03-30 18:00:00,-5,LAS,223,BUR
2001-02-24 07:30:00,3,LAS,365,TUS
2001-01-23 12:15:00,-2,HRL,273,AUS
2001-03-31 15:10:00,-6,BWI,1670,ABQ
2001-02-06 19:45:00,-5,HOU,1020,PHX
2001-01-11 11:25:00,2,ELP,496,SAT
2001-01-30 16:10:00,4,DAL,248,SAT
2001-03-06 10:20:00,-17,MCO,1552,ABQ
2001-02-19 09:25:00,-1,TUL,453,HOU
2001-03-29 09:00:00,-5,SAT,248,DAL
2001-03-15 20:40:00,-6,MDW,395,BNA
2001-02-01 08:55:00,-10,BWI,588,BNA
2001-01-12 21:29:00,39,ABQ,677,LAX
2001-02-11 14:00:00,23,LIT,1136,PHX
2001-02-21 06:20:00,-5,BUR,325,OAK
2001-01-05 07:15:00,-3,AUS,528,ELP
2001-03-26 08:00:00,-8,BUF,281,BWI
2001-02-05 12:25:00,-9,LAX,1797,BNA
2001-01-27 11:35:00,-10,SAN,1333,MCI
2001-03-08 09:20:00,-8,STL,687,HOU
2001-02-11 15:12:00,5,ONT,361,OAK
2001-02-27 19:40:00,-10,SMF,605,SEA
2001-01-22 19:30:00,-5,HOU,239,DAL
2001-01-03 17:00:00,-10,ELP,562,DAL
2001-02-04 15:35:00,-8,PHX,1009,PDX
2001-03-21 17:40:00,6,JAX,318,FLL
2001-03-29 22:25:00,155,OKC,419,HOU
2001-01-23 12:20:00,1,LAS,256,PHX
2001-01-14 14:42:00,10,RDU,587,TPA
2001-03-07 20:30:00,-3,DAL,239,HOU
2001-03-07 16:10:00,40,PHX,370,LAX
2001-03-25 08:05:00,0,MCO,178,FLL
2001-01-04 09:00:00,-21,LIT,544,MDW
2001-03-25 18:40:00,13,LIT,296,DAL
2001-01-11 06:35:00,-7,HOU,441,MAF
2001-03-13 11:00:00,-9,OAK,180,RNO
2001-01-29 10:55:00,28,ABQ,580,DAL
2001-01-27 22:19:00,82,PHX,370,LAX
2001-02-02 15:20:00,1,MHT,377,BWI
2001-01-13 10:55:00,-5,FLL,925,BWI
2001-02-01 13:45:00,2,OMA,1037,PHX
2001-03-20 08:15:00,-5,MDW,307,CLE
2001-02-28 11:56:00,7,CLE,314,BWI
2001-03-05 12:55:00,-15,FLL,1093,ISP
2001-03-02 08:45:00,0,OAK,889,ABQ
2001-01-16 06:30:00,-3,STL,237,MCI
2001-01-14 17:45:00,-10,PVD,328,BWI
2001-02-28 09:35:00,-7,SJC,188,RNO
2001-02-16 14:45:00,-3,TUL,351,STL
2001-03-24 09:40:00,-2,ABQ,328,PHX
2001-02-15 19:37:00,34,LAS,345,RNO
2001-03-16 14:13:00,20,HOU,453,TUL
2001-03-28 17:30:00,4,BWI,220,ISP
2001-03-12 18:50:00,-3,BWI,283,BDL
2001-03-13 22:02:00,1,LAS,397,SMF
2001-02-20 19:10:00,32,BWI,611,MDW
2001-01-31 18:00:00,0,HOU,239,DAL
2001-02-25 10:10:00,-13,STL,296,LIT
2001-01-21 19:15:00,13,LAS,345,RNO
2001-01-15 20:00:00,-15,SLC,368,LAS
2001-02-22 15:29:00,8,AMA,324,DAL
2001-03-28 12:05:00,-11,SMF,373,LAX
2001-03-04 13:50:00,-15,BWI,1999,PHX
2001-03-24 19:30:00,-15,TPA,1111,BDL
2001-01-03 15:07:00,14,TUL,351,STL
2001-02-07 06:25:00,-7,SAN,417,SJC
2001-03-24 08:04:00,-11,PHX,1262,STL
2001-01-28 19:15:00,0,BDL,283,BWI
2001-03-15 11:10:00,-8,BHM,321,MSY
2001-03-09 21:48:00,66,LAS,236,LAX
2001-03-06 11:24:00,2,LIT,1295,LAS
2001-03-31 13:00:00,-6,FLL,178,MCO
2001-03-14 16:30:00,20,LAX,1797,BNA
2001-03-13 15:05:00,8,DAL,319,MAF
2001-02-21 18:50:00,13,LAS,1235,HOU
2001-01-26 12:05:00,53,MCO,1073,PVD
2001-01-05 13:00:00,0,PHX,328,ABQ
2001-02-04 21:52:00,18,LAS,386,SJC
2001-03-07 21:15:00,-4,LAX,373,SMF
2001-02-13 14:00:00,-11,SEA,224,GEG
2001-01-19 09:25:00,0,BUR,358,SMF
2001-03-30 09:15:00,-4,SJC,333,ONT
2001-01-26 15:08:00,55,SAN,258,LAS
2001-01-24 21:00:00,0,LAX,677,ABQ
2001-02-15 18:09:00,29,BNA,443,RDU
2001-02-03 14:10:00,-23,ABQ,1180,SEA
2001-01-12 16:55:00,74,HOU,687,STL
2001-01-01 13:00:00,-6,DAL,239,HOU
2001-03-17 14:26:00,10,SAN,480,SMF
2001-03-05 12:05:00,62,PHX,256,LAS
2001-01-30 17:46:00,13,MCI,967,BWI
2001-03-01 17:53:00,2,SJC,386,LAS
2001-02-14 16:05:00,-4,FLL,178,MCO
2001-01-05 11:10:00,-3,BOI,287,GEG
2001-03-25 19:20:00,-11,PHX,935,TUL
2001-03-06 14:15:00,-10,MCI,405,MDW
2001-02-18 08:55:00,-6,HRL,233,SAT
2001-03-01 13:10:00,0,HOU,677,ELP
2001-03-18 12:40:00,-9,BNA,395,MDW
2001-01-28 13:25:00,-5,CLE,448,BNA
2001-03-11 17:00:00,14,AMA,324,DAL
2001-03-13 14:20:00,122,TPA,1137,PVD
2001-02-23 08:05:00,-4,BUR,358,SMF
2001-03-06 08:50:00,-5,AUS,189,DAL
2001-03-12 19:50:00,-17,LAX,1363,MCI
2001-03-28 13:40:00,-5,SAN,417,SJC
2001-03-27 09:40:00,0,BOI,520,LAS
2001-01-21 18:47:00,8,DAL,181,OKC
2001-03-23 07:30:00,-15,MHT,1204,TPA
2001-01-17 12:05:00,-3,LAS,1235,HOU
2001-01-22 13:10:00,-5,LAS,256,PHX
2001-03-17 08:50:00,-5,BDL,777,MDW
2001-02-27 21:45:00,0,SAN,480,SMF
2001-02-23 11:25:00,28,HOU,239,DAL
2001-01-13 06:40:00,-5,LAX,590,SLC
2001-03-23 07:55:00,-2,TPA,997,MDW
2001-02-05 06:45:00,-10,MCO,178,FLL
2001-02-19 14:00:00,-10,TPA,869,STL
2001-01-28 18:35:00,-9,BWI,377,MHT
2001-03-03 16:05:00,34,LAS,487,ABQ
2001-01-22 16:20:00,-13,LAX,308,SJC
2001-02-22 18:46:00,22,MDW,229,DTW
2001-02-11 15:28:00,55,ABQ,677,LAX
2001-02-05 06:45:00,0,ABQ,328,PHX
2001-01-30 17:10:00,0,PHX,256,LAS
2001-03-05 12:07:00,3,SJC,417,SAN
2001-02-27 14:19:00,7,LAX,451,TUS
2001-03-11 11:00:00,-10,LAX,337,OAK
2001-02-24 17:36:00,37,DTW,457,BNA
2001-01-24 14:55:00,-9,PBI,758,BNA
2001-01-18 18:57:00,5,TUL,223,MCI
2001-03-15 14:55:00,22,BWI,588,BNA
2001-01-16 09:39:00,7,DAL,239,HOU
2001-03-29 08:20:00,9,BNA,588,BWI
2001-01-16 09:00:00,17,LAS,256,PHX
2001-01-10 21:18:00,30,MDW,229,DTW
2001-03-22 13:54:00,-1,ELP,562,DAL
2001-03-31 17:48:00,40,LAX,337,OAK
2001-03-06 08:25:00,14,MDW,989,MCO
2001-01-06 08:00:00,-8,OAK,337,LAX
2001-03-14 06:25:00,-3,LAS,258,SAN
2001-02-23 09:55:00,17,DAL,319,MAF
2001-02-07 16:00:00,-5,PVD,328,BWI
2001-02-19 11:15:00,-8,ONT,197,LAS
2001-01-15 08:35:00,-10,PHX,325,ONT
2001-03-22 20:55:00,20,BNA,395,MDW
2001-03-19 08:45:00,0,LAS,407,OAK
2001-01-07 08:00:00,-7,LAS,407,OAK
2001-01-06 14:45:00,3,STL,251,MDW
2001-03-12 19:35:00,4,FLL,793,BNA
2001-03-13 11:10:00,13,STL,487,CLE
2001-03-30 21:54:00,7,CLE,314,BWI
2001-02-11 15:50:00,-5,LAS,1618,BHM
2001-02-23 19:45:00,56,LAS,236,LAX
2001-03-06 10:15:00,-20,PHX,1037,OMA
2001-01-27 14:30:00,-3,HOU,687,STL
2001-01-16 06:55:00,-6,SLC,1864,BWI
2001-03-04 19:05:00,25,SDF,1506,PHX
2001-03-19 21:22:00,-6,SAT,192,HOU
2001-02-12 20:45:00,2,HOU,148,AUS
2001-01-22 12:30:00,6,PHX,347,ELP
2001-01-08 13:50:00,3,HRL,276,HOU
2001-02-16 13:28:00,7,JAX,318,FLL
2001-03-15 16:00:00,-5,SAN,258,LAS
2001-02-13 06:49:00,25,LAX,677,ABQ
2001-03-05 21:05:00,-4,DAL,580,ABQ
2001-02-01 14:50:00,2,PVD,1073,MCO
2001-01-22 11:30:00,7,BNA,471,MSY
2001-03-09 13:55:00,-2,MCO,534,RDU
2001-02-23 18:36:00,99,BUR,325,OAK
2001-03-11 19:35:00,-10,TPA,612,BNA
2001-02-18 18:25:00,-3,HOU,187,CRP
2001-01-29 15:35:00,-8,SAN,417,SJC
2001-01-10 08:00:00,-5,SMF,389,ONT
2001-01-08 17:40:00,1,BWI,328,PVD
2001-03-28 17:00:00,0,BWI,495,SDF
2001-03-27 10:00:00,-4,JAX,513,MSY
2001-03-15 09:30:00,-5,MCI,1140,LAS
2001-02-10 13:30:00,0,HOU,419,OKC
2001-01-28 18:45:00,0,STL,440,DTW
2001-01-20 18:05:00,-5,ELP,347,PHX
2001-02-02 11:00:00,-6,AUS,189,DAL
2001-03-03 15:45:00,18,MCI,1044,PHX
2001-03-16 08:30:00,46,TPA,997,MDW
2001-01-05 13:40:00,-15,DTW,229,MDW
2001-02-09 14:23:00,152,OKC,313,MCI
2001-02-25 20:04:00,66,MDW,611,BWI
2001-03-23 15:20:00,0,STL,254,SDF
2001-03-19 06:15:00,-8,SJC,333,ONT
2001-01-26 16:51:00,30,OMA,423,MDW
2001-02-18 13:20:00,-6,OAK,671,SEA
2001-02-15 07:20:00,3,SAN,447,SFO
2001-01-06 20:05:00,-5,LAX,1363,MCI
2001-01-01 12:20:00,7,CRP,187,HOU
2001-02-11 15:35:00,-2,OAK,361,ONT
2001-02-08 22:05:00,59,SMF,389,ONT
2001-01-10 09:30:00,55,PHX,256,LAS
2001-01-23 21:35:00,-3,ABQ,487,LAS
2001-03-23 23:53:00,144,MSY,437,DAL
2001-01-17 15:45:00,27,AUS,189,DAL
2001-03-29 17:25:00,-5,BNA,457,DTW
2001-02-02 10:30:00,5,ABQ,328,PHX
2001-03-29 12:15:00,-13,ELP,636,SAN
2001-02-21 12:20:00,-10,TPA,174,PBI
2001-01-10 17:05:00,5,MCI,718,ABQ
2001-02-07 11:15:00,-12,ELP,677,HOU
2001-01-07 15:25:00,25,ELP,677,HOU
2001-01-20 08:40:00,0,MCI,1236,MHT
2001-03-04 09:50:00,4,OAK,723,GEG
2001-02-08 12:50:00,-10,MDW,666,JAN
2001-02-08 22:00:00,2,ABQ,328,PHX
2001-03-26 16:49:00,4,MCI,405,MDW
2001-01-10 08:55:00,10,AUS,1090,LAS
2001-03-23 06:25:00,-1,BWI,377,MHT
2001-01-11 08:27:00,-5,AUS,872,PHX
2001-03-28 21:50:00,-4,STL,687,HOU
2001-01-04 14:37:00,5,BWI,255,RDU
2001-01-24 15:50:00,4,DTW,440,STL
2001-03-26 09:30:00,-7,LAS,487,ABQ
2001-01-16 11:25:00,8,HOU,187,CRP
2001-02-05 20:40:00,7,SEA,866,LAS
2001-03-03 09:30:00,2,HOU,239,DAL
2001-03-07 13:45:00,-31,LAS,1987,BUF
2001-03-10 13:25:00,-3,SJC,342,SNA
2001-03-28 06:25:00,-6,BOI,399,SEA
2001-01-23 11:05:00,-7,BNA,612,TPA
2001-03-19 14:00:00,-5,HOU,677,ELP
2001-03-01 18:56:00,29,SFO,447,SAN
2001-02-02 18:25:00,0,ONT,325,PHX
2001-03-22 23:50:00,-10,MDW,405,MCI
2001-01-29 19:46:00,8,SMF,373,LAX
2001-02-25 11:39:00,51,MCO,787,BWI
2001-03-15 17:33:00,9,PVD,328,BWI
2001-03-21 13:55:00,-6,MDW,251,STL
2001-01-14 16:45:00,18,MCO,178,FLL
2001-03-29 06:40:00,-6,PHX,507,SLC
2001-02-08 07:30:00,-14,HOU,1020,PHX
2001-01-12 07:40:00,-5,LAS,1521,MDW
2001-02-09 11:55:00,-5,FLL,197,TPA
2001-01-31 10:40:00,-5,SAN,447,SFO
2001-02-01 21:07:00,3,SJC,333,ONT
2001-01-09 20:25:00,0,HOU,303,MSY
2001-03-29 16:09:00,-4,LBB,341,AUS
2001-03-15 15:20:00,-7,MCI,1044,PHX
2001-01-22 12:45:00,-1,DAL,217,IAH
2001-01-01 11:20:00,-18,LAX,1363,MCI
2001-02-16 20:00:00,-12,MCI,718,ABQ
2001-03-27 12:15:00,-3,SMF,397,LAS
2001-01-10 07:25:00,2,AUS,294,MAF
2001-02-22 06:55:00,-15,BNA,1797,LAX
2001-01-20 10:45:00,-6,SEA,224,GEG
2001-02-19 19:07:00,20,RNO,335,BOI
2001-03-10 09:30:00,-10,MDW,271,SDF
2001-03-27 21:40:00,6,LAS,256,PHX
2001-01-31 13:05:00,18,TPA,487,MSY
2001-03-18 13:50:00,-15,OKC,462,STL
2001-03-18 18:25:00,-20,STL,254,SDF
2001-01-20 19:25:00,0,LAS,236,LAX
2001-01-02 09:00:00,-10,OAK,337,LAX
2001-02-19 07:10:00,4,JAX,318,FLL
2001-01-09 12:45:00,-18,TPA,1137,PVD
2001-01-14 19:00:00,44,BNA,612,TPA
2001-01-16 14:00:00,-3,SJC,308,LAX
2001-03-21 14:20:00,-10,STL,1262,PHX
2001-01-30 10:10:00,6,SEA,1107,PHX
2001-02-18 13:03:00,-3,SLC,590,LAX
2001-01-12 11:40:00,-2,BNA,395,MDW
2001-01-09 16:10:00,13,BNA,616,MCO
2001-02-16 12:40:00,5,PHX,843,SAT
2001-03-17 15:10:00,-5,ELP,677,HOU
2001-02-02 10:10:00,-6,HOU,419,OKC
2001-01-31 21:05:00,-2,IND,451,MCI
2001-02-01 16:10:00,-5,BWI,611,MDW
2001-01-18 17:08:00,3,STL,687,HOU
2001-02-27 12:20:00,0,SMF,397,LAS
2001-01-14 14:00:00,-10,TPA,869,STL
2001-03-20 14:00:00,-14,HOU,453,TUL
2001-01-06 17:00:00,3,ELP,562,DAL
2001-01-05 19:30:00,-5,ABQ,277,AMA
2001-03-19 16:08:00,163,BNA,758,PBI
2001-02-04 10:40:00,-8,OKC,313,MCI
2001-03-19 17:45:00,-16,MDW,251,STL
2001-01-10 07:00:00,-9,HOU,1235,LAS
2001-02-25 08:55:00,5,MCO,828,IND
2001-03-20 18:30:00,-15,PHX,843,SAT
2001-03-30 19:00:00,3,LAX,370,PHX
2001-03-12 07:59:00,59,SEA,671,OAK
2001-03-25 14:10:00,13,LAS,197,ONT
2001-02-18 12:40:00,35,JAX,663,BWI
2001-03-23 06:10:00,35,HOU,453,TUL
2001-01-23 11:50:00,2,OKC,419,HOU
2001-02-07 13:40:00,0,ONT,197,LAS
2001-01-01 11:55:00,13,CLE,487,STL
2001-02-01 15:20:00,0,MCI,405,MDW
2001-03-18 20:50:00,-7,SMF,480,SAN
2001-02-26 16:35:00,-6,ABQ,580,DAL
2001-03-26 17:55:00,-5,TPA,1204,MHT
2001-03-29 20:00:00,14,BWI,220,ISP
2001-03-10 20:30:00,13,PVD,328,BWI
2001-01-27 10:55:00,-4,ALB,288,BWI
2001-03-01 17:03:00,8,STL,737,BWI
2001-02-07 22:06:00,22,BOI,291,SLC
2001-03-17 13:30:00,-10,SNA,371,OAK
2001-03-20 20:40:00,-8,ISP,108,PVD
2001-01-13 18:45:00,38,ONT,197,LAS
2001-02-16 15:41:00,32,RNO,188,SJC
2001-01-26 11:20:00,-5,AUS,528,ELP
2001-03-16 14:35:00,-7,BDL,1050,MCO
2001-03-13 21:50:00,9,MDW,395,BNA
2001-01-24 10:40:00,-10,STL,440,DTW
2001-02-09 21:40:00,43,OKC,462,STL
2001-01-31 13:55:00,-11,MCI,1333,SAN
2001-02-15 07:30:00,67,STL,351,TUL
2001-03-02 11:30:00,-3,FLL,318,JAX
2001-01-29 15:10:00,4,BOI,291,SLC
2001-01-29 18:39:00,10,LIT,296,DAL
2001-03-29 13:37:00,5,GEG,224,SEA
2001-02-27 12:00:00,-3,PHX,325,ONT
2001-03-07 19:27:00,53,BWI,888,JAN
2001-02-28 13:35:00,6,OAK,325,BUR
2001-01-11 13:14:00,129,MAF,796,LAS
2001-03-22 07:30:00,-5,SMF,480,SAN
2001-02-11 06:30:00,-5,BNA,588,BWI
2001-03-07 06:45:00,-5,DAL,319,MAF
2001-01-02 20:39:00,13,IND,162,MDW
2001-02-22 10:35:00,5,DAL,237,TUL
2001-01-14 20:21:00,14,TUS,365,LAS
2001-03-19 06:25:00,-10,LAS,258,SAN
2001-02-16 07:20:00,-10,MDW,632,RDU
2001-03-15 16:15:00,22,RDU,255,BWI
2001-02-20 06:00:00,-1,LAX,337,OAK
2001-01-01 16:15:00,35,JAX,318,FLL
2001-02-01 12:25:00,2,TUL,935,PHX
2001-01-20 10:05:00,0,BHM,321,MSY
2001-03-04 13:49:00,18,OAK,325,BUR
2001-03-19 16:00:00,-20,PHX,833,OKC
2001-03-10 19:09:00,5,TPA,197,FLL
2001-01-16 21:22:00,23,BUR,223,LAS
2001-01-04 18:30:00,-25,BWI,611,MDW
2001-01-29 09:21:00,3,LAS,407,OAK
2001-02-11 14:30:00,-11,BWI,255,RDU
2001-01-21 08:05:00,1,CLE,314,BWI
2001-03-08 17:30:00,-2,SJC,342,SNA
2001-01-18 14:48:00,-2,LAS,584,ELP
2001-03-19 21:05:00,15,SMF,389,ONT
2001-02-20 16:10:00,7,BNA,443,RDU
2001-03-07 07:30:00,-6,LAS,365,TUS
2001-01-20 11:35:00,6,OAK,671,SEA
2001-01-03 19:30:00,22,STL,440,DTW
2001-02-19 20:25:00,-5,TPA,838,IND
2001-01-13 07:48:00,12,LAX,308,SJC
